------------------------------------------------------------------------------------
Date: 12/20/2024 -- 14:10:27 (uptime: 0d, 00h 00m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
flow.wrk.flows_evicted_pkt_inject             | Total                     | 2
flow.wrk.flows_injected                       | Total                     | 2
tcp.sessions                                  | Total                     | 17
tcp.ssn_from_cache                            | Total                     | 1
tcp.ssn_from_pool                             | Total                     | 16
tcp.segment_from_cache                        | Total                     | 266
tcp.segment_from_pool                         | Total                     | 76
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 29
detect.alerts_suppressed                      | Total                     | 5
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 14
app_layer.flow.tls                            | Total                     | 12
app_layer.flow.failed_tcp                     | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 14
app_layer.tx.dns_udp                          | Total                     | 58
app_layer.flow.failed_udp                     | Total                     | 20
flow.end.state.new                            | Total                     | 17
flow.end.state.closed                         | Total                     | 2
flow.end.tcp_state.closed                     | Total                     | 2
flow.mgr.full_hash_pass                       | Total                     | 9
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9617
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 89
flow.mgr.flows_notimeout                      | Total                     | 70
flow.mgr.flows_timeout                        | Total                     | 19
flow.mgr.flows_evicted                        | Total                     | 19
flow.mgr.flows_evicted_needs_work             | Total                     | 2
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 17
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 2424832
tcp.reassembly_memuse                         | Total                     | 587776
http.memuse                                   | Total                     | 9648
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 12/20/2024 -- 14:12:03 (uptime: 0d, 00h 01m 44s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 16331
capture.afpacket.polls                        | Total                     | 14338
capture.afpacket.poll_timeout                 | Total                     | 3564
capture.afpacket.poll_data                    | Total                     | 10774
decoder.pkts                                  | Total                     | 16338
decoder.bytes                                 | Total                     | 15929535
decoder.ipv4                                  | Total                     | 16311
decoder.ipv6                                  | Total                     | 8
decoder.ethernet                              | Total                     | 16338
decoder.arp                                   | Total                     | 19
decoder.tcp                                   | Total                     | 16212
tcp.syn                                       | Total                     | 19
tcp.synack                                    | Total                     | 19
tcp.rst                                       | Total                     | 8
decoder.udp                                   | Total                     | 98
decoder.icmpv4                                | Total                     | 9
decoder.avg_pkt_size                          | Total                     | 974
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 16
flow.total                                    | Total                     | 63
flow.active                                   | Total                     | 40
flow.tcp                                      | Total                     | 26
flow.udp                                      | Total                     | 37
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 3
flow.wrk.flows_evicted_pkt_inject             | Total                     | 3
flow.wrk.flows_injected                       | Total                     | 3
tcp.sessions                                  | Total                     | 19
tcp.ssn_from_cache                            | Total                     | 2
tcp.ssn_from_pool                             | Total                     | 17
tcp.segment_from_cache                        | Total                     | 299
tcp.segment_from_pool                         | Total                     | 76
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 29
detect.alerts_suppressed                      | Total                     | 5
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 14
app_layer.flow.tls                            | Total                     | 14
app_layer.flow.failed_tcp                     | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 17
app_layer.tx.dns_udp                          | Total                     | 68
app_layer.flow.failed_udp                     | Total                     | 20
flow.end.state.new                            | Total                     | 20
flow.end.state.closed                         | Total                     | 3
flow.end.tcp_state.closed                     | Total                     | 3
flow.mgr.full_hash_pass                       | Total                     | 10
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9619
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 102
flow.mgr.flows_notimeout                      | Total                     | 79
flow.mgr.flows_timeout                        | Total                     | 23
flow.mgr.flows_evicted                        | Total                     | 23
flow.mgr.flows_evicted_needs_work             | Total                     | 3
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 20
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 2424832
tcp.reassembly_memuse                         | Total                     | 593920
http.memuse                                   | Total                     | 9648
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 12/20/2024 -- 14:12:11 (uptime: 0d, 00h 01m 52s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 16444
capture.afpacket.polls                        | Total                     | 14753
capture.afpacket.poll_timeout                 | Total                     | 3907
capture.afpacket.poll_data                    | Total                     | 10846
decoder.pkts                                  | Total                     | 16444
decoder.bytes                                 | Total                     | 15958545
decoder.ipv4                                  | Total                     | 16417
decoder.ipv6                                  | Total                     | 8
decoder.ethernet                              | Total                     | 16444
decoder.arp                                   | Total                     | 19
decoder.tcp                                   | Total                     | 16313
tcp.syn                                       | Total                     | 21
tcp.synack                                    | Total                     | 21
tcp.rst                                       | Total                     | 8
decoder.udp                                   | Total                     | 103
decoder.icmpv4                                | Total                     | 9
decoder.avg_pkt_size                          | Total                     | 970
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 16
flow.total                                    | Total                     | 66
flow.active                                   | Total                     | 33
flow.tcp                                      | Total                     | 28
flow.udp                                      | Total                     | 38
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 5
flow.wrk.flows_evicted_pkt_inject             | Total                     | 5
flow.wrk.flows_injected                       | Total                     | 5
tcp.sessions                                  | Total                     | 21
tcp.ssn_from_cache                            | Total                     | 3
tcp.ssn_from_pool                             | Total                     | 18
tcp.segment_from_cache                        | Total                     | 349
tcp.segment_from_pool                         | Total                     | 76
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 29
detect.alerts_suppressed                      | Total                     | 5
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 14
app_layer.flow.tls                            | Total                     | 16
app_layer.flow.failed_tcp                     | Total                     | 3
app_layer.flow.dns_udp                        | Total                     | 17
app_layer.tx.dns_udp                          | Total                     | 70
app_layer.flow.failed_udp                     | Total                     | 21
flow.end.state.new                            | Total                     | 28
flow.end.state.closed                         | Total                     | 5
flow.end.tcp_state.closed                     | Total                     | 5
flow.mgr.full_hash_pass                       | Total                     | 11
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9628
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 119
flow.mgr.flows_notimeout                      | Total                     | 86
flow.mgr.flows_timeout                        | Total                     | 33
flow.mgr.flows_evicted                        | Total                     | 33
flow.mgr.flows_evicted_needs_work             | Total                     | 5
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 28
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 2424832
tcp.reassembly_memuse                         | Total                     | 598016
http.memuse                                   | Total                     | 9648
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 12/20/2024 -- 14:12:19 (uptime: 0d, 00h 02m 00s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 16484
capture.afpacket.polls                        | Total                     | 15004
capture.afpacket.poll_timeout                 | Total                     | 4141
capture.afpacket.poll_data                    | Total                     | 10863
decoder.pkts                                  | Total                     | 16486
decoder.bytes                                 | Total                     | 15974940
decoder.ipv4                                  | Total                     | 16459
decoder.ipv6                                  | Total                     | 8
decoder.ethernet                              | Total                     | 16486
decoder.arp                                   | Total                     | 19
decoder.tcp                                   | Total                     | 16353
tcp.syn                                       | Total                     | 22
tcp.synack                                    | Total                     | 22
tcp.rst                                       | Total                     | 8
decoder.udp                                   | Total                     | 105
decoder.icmpv4                                | Total                     | 9
decoder.avg_pkt_size                          | Total                     | 969
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 17
flow.total                                    | Total                     | 68
flow.active                                   | Total                     | 35
flow.tcp                                      | Total                     | 29
flow.udp                                      | Total                     | 39
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 5
flow.wrk.flows_evicted_pkt_inject             | Total                     | 5
flow.wrk.flows_injected                       | Total                     | 5
tcp.sessions                                  | Total                     | 22
tcp.ssn_from_cache                            | Total                     | 4
tcp.ssn_from_pool                             | Total                     | 18
tcp.segment_from_cache                        | Total                     | 363
tcp.segment_from_pool                         | Total                     | 79
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 29
detect.alerts_suppressed                      | Total                     | 5
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 14
app_layer.flow.tls                            | Total                     | 16
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 18
app_layer.tx.dns_udp                          | Total                     | 72
app_layer.flow.failed_udp                     | Total                     | 21
flow.end.state.new                            | Total                     | 28
flow.end.state.closed                         | Total                     | 5
flow.end.tcp_state.closed                     | Total                     | 5
flow.mgr.full_hash_pass                       | Total                     | 11
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9628
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 121
flow.mgr.flows_notimeout                      | Total                     | 88
flow.mgr.flows_timeout                        | Total                     | 33
flow.mgr.flows_evicted                        | Total                     | 33
flow.mgr.flows_evicted_needs_work             | Total                     | 5
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 28
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 2424832
tcp.reassembly_memuse                         | Total                     | 608256
http.memuse                                   | Total                     | 9648
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 12/20/2024 -- 14:12:27 (uptime: 0d, 00h 02m 08s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 16563
capture.afpacket.polls                        | Total                     | 15402
capture.afpacket.poll_timeout                 | Total                     | 4482
capture.afpacket.poll_data                    | Total                     | 10920
decoder.pkts                                  | Total                     | 16563
decoder.bytes                                 | Total                     | 15992658
decoder.ipv4                                  | Total                     | 16534
decoder.ipv6                                  | Total                     | 8
decoder.ethernet                              | Total                     | 16563
decoder.arp                                   | Total                     | 21
decoder.tcp                                   | Total                     | 16411
tcp.syn                                       | Total                     | 24
tcp.synack                                    | Total                     | 24
tcp.rst                                       | Total                     | 9
decoder.udp                                   | Total                     | 120
decoder.icmpv4                                | Total                     | 11
decoder.avg_pkt_size                          | Total                     | 965
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 18
flow.total                                    | Total                     | 74
flow.active                                   | Total                     | 39
flow.tcp                                      | Total                     | 31
flow.udp                                      | Total                     | 43
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 5
flow.wrk.flows_evicted_pkt_inject             | Total                     | 5
flow.wrk.flows_injected                       | Total                     | 5
tcp.sessions                                  | Total                     | 24
tcp.ssn_from_cache                            | Total                     | 4
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 386
tcp.segment_from_pool                         | Total                     | 79
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 29
detect.alerts_suppressed                      | Total                     | 5
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 14
app_layer.flow.tls                            | Total                     | 17
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 19
app_layer.tx.dns_udp                          | Total                     | 80
app_layer.flow.failed_udp                     | Total                     | 23
flow.end.state.new                            | Total                     | 29
flow.end.state.closed                         | Total                     | 6
flow.end.tcp_state.closed                     | Total                     | 6
flow.mgr.full_hash_pass                       | Total                     | 12
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9629
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 129
flow.mgr.flows_notimeout                      | Total                     | 94
flow.mgr.flows_timeout                        | Total                     | 35
flow.mgr.flows_evicted                        | Total                     | 35
flow.mgr.flows_evicted_needs_work             | Total                     | 5
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 30
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 2424832
tcp.reassembly_memuse                         | Total                     | 606208
http.memuse                                   | Total                     | 9648
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 12/20/2024 -- 14:12:35 (uptime: 0d, 00h 02m 16s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 16612
capture.afpacket.polls                        | Total                     | 15803
capture.afpacket.poll_timeout                 | Total                     | 4854
capture.afpacket.poll_data                    | Total                     | 10945
decoder.pkts                                  | Total                     | 16610
decoder.bytes                                 | Total                     | 16011601
decoder.ipv4                                  | Total                     | 16581
decoder.ipv6                                  | Total                     | 8
decoder.ethernet                              | Total                     | 16610
decoder.arp                                   | Total                     | 21
decoder.tcp                                   | Total                     | 16456
tcp.syn                                       | Total                     | 24
tcp.synack                                    | Total                     | 24
tcp.rst                                       | Total                     | 11
decoder.udp                                   | Total                     | 122
decoder.icmpv4                                | Total                     | 11
decoder.avg_pkt_size                          | Total                     | 963
decoder.max_pkt_size                          | Total                     | 1514
tcp.active_sessions                           | Total                     | 16
flow.total                                    | Total                     | 75
flow.active                                   | Total                     | 38
flow.tcp                                      | Total                     | 31
flow.udp                                      | Total                     | 44
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 7
flow.wrk.flows_evicted_pkt_inject             | Total                     | 7
flow.wrk.flows_injected                       | Total                     | 7
tcp.sessions                                  | Total                     | 24
tcp.ssn_from_cache                            | Total                     | 4
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 410
tcp.segment_from_pool                         | Total                     | 79
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 29
detect.alerts_suppressed                      | Total                     | 5
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 14
app_layer.flow.tls                            | Total                     | 18
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 20
app_layer.tx.dns_udp                          | Total                     | 82
app_layer.flow.failed_udp                     | Total                     | 23
flow.end.state.new                            | Total                     | 29
flow.end.state.closed                         | Total                     | 8
flow.end.tcp_state.closed                     | Total                     | 8
flow.mgr.full_hash_pass                       | Total                     | 13
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9630
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 135
flow.mgr.flows_notimeout                      | Total                     | 98
flow.mgr.flows_timeout                        | Total                     | 37
flow.mgr.flows_evicted                        | Total                     | 37
flow.mgr.flows_evicted_needs_work             | Total                     | 7
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 30
flow.recycler.queue_max                       | Total                     | 3
tcp.memuse                                    | Total                     | 2424832
tcp.reassembly_memuse                         | Total                     | 600064
http.memuse                                   | Total                     | 9648
flow.memuse                                   | Total                     | 7234304
------------------------------------------------------------------------------------
Date: 12/20/2024 -- 14:12:37 (uptime: 0d, 00h 02m 18s)
------------------------------------------------------------------------------------
Counter                                       | TM Name                   | Value
------------------------------------------------------------------------------------
capture.kernel_packets                        | Total                     | 16612
capture.afpacket.polls                        | Total                     | 15803
capture.afpacket.poll_timeout                 | Total                     | 4854
capture.afpacket.poll_data                    | Total                     | 10945
decoder.pkts                                  | Total                     | 16610
decoder.bytes                                 | Total                     | 16011601
decoder.ipv4                                  | Total                     | 16581
decoder.ipv6                                  | Total                     | 8
decoder.ethernet                              | Total                     | 16610
decoder.arp                                   | Total                     | 21
decoder.tcp                                   | Total                     | 16456
tcp.syn                                       | Total                     | 24
tcp.synack                                    | Total                     | 24
tcp.rst                                       | Total                     | 11
decoder.udp                                   | Total                     | 122
decoder.icmpv4                                | Total                     | 11
decoder.avg_pkt_size                          | Total                     | 963
decoder.max_pkt_size                          | Total                     | 1514
flow.total                                    | Total                     | 75
flow.tcp                                      | Total                     | 31
flow.udp                                      | Total                     | 44
flow.wrk.spare_sync_avg                       | Total                     | 100
flow.wrk.spare_sync                           | Total                     | 4
flow.wrk.flows_evicted_needs_work             | Total                     | 21
flow.wrk.flows_evicted_pkt_inject             | Total                     | 25
flow.wrk.flows_injected                       | Total                     | 21
tcp.sessions                                  | Total                     | 24
tcp.ssn_from_cache                            | Total                     | 4
tcp.ssn_from_pool                             | Total                     | 20
tcp.segment_from_cache                        | Total                     | 410
tcp.segment_from_pool                         | Total                     | 79
tcp.overlap                                   | Total                     | 2
detect.alert                                  | Total                     | 29
detect.alerts_suppressed                      | Total                     | 5
app_layer.flow.http                           | Total                     | 2
app_layer.tx.http                             | Total                     | 14
app_layer.flow.tls                            | Total                     | 18
app_layer.flow.dhcp                           | Total                     | 1
app_layer.tx.dhcp                             | Total                     | 2
app_layer.flow.failed_tcp                     | Total                     | 4
app_layer.flow.dns_udp                        | Total                     | 20
app_layer.tx.dns_udp                          | Total                     | 82
app_layer.flow.failed_udp                     | Total                     | 23
flow.end.state.new                            | Total                     | 33
flow.end.state.established                    | Total                     | 22
flow.end.state.closed                         | Total                     | 20
flow.end.tcp_state.established                | Total                     | 4
flow.end.tcp_state.closed                     | Total                     | 20
flow.mgr.full_hash_pass                       | Total                     | 13
flow.mgr.rows_per_sec                         | Total                     | 6553
flow.spare                                    | Total                     | 9630
flow.mgr.rows_maxlen                          | Total                     | 1
flow.mgr.flows_checked                        | Total                     | 137
flow.mgr.flows_notimeout                      | Total                     | 100
flow.mgr.flows_timeout                        | Total                     | 37
flow.mgr.flows_evicted                        | Total                     | 37
flow.mgr.flows_evicted_needs_work             | Total                     | 7
memcap_pressure                               | Total                     | 5
memcap_pressure_max                           | Total                     | 5
flow.recycler.recycled                        | Total                     | 54
flow.recycler.queue_max                       | Total                     | 24
tcp.memuse                                    | Total                     | 2424832
tcp.reassembly_memuse                         | Total                     | 458752
flow.memuse                                   | Total                     | 7234304
